title,developer,publisher,release_date,mode,box_art_url
Persona Q: Shadow of the Labyrinth,Atlus,"JP/NA Atlus


KOR Nintendo


PAL NIS America",06/05/14,Single-player,https://upload.wikimedia.org/wikipedia/en/8/89/PersonaQBoxart.jpg
Project CARS,Slightly Mad Studios,Slightly Mad Studios,11/18/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Project_Cars_boxart.jpg/220px-Project_Cars_boxart.jpg
Guacamelee!,Drinkbox Studios,"Drinkbox Studios,
Activision ",04/09/13,"Single-player, co-op",https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Guacamelee%21_STCE_box_art.jpg/256px-Guacamelee%21_STCE_box_art.jpg
The Last of Us,Naughty Dog,Sony Computer Entertainment,06/14/13,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/TheLastOfUs.jpg/250px-TheLastOfUs.jpg
Soul Saga: Episode 1,Disastercake,No data,No data,Single player,https://upload.wikimedia.org/wikipedia/en/thumb/b/bf/Soul_Saga_Episode_1.jpg/220px-Soul_Saga_Episode_1.jpg
Strider,"Double Helix Games
Capcom Osaka studio",Capcom,02/18/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/e/e6/Strider_2014_box_art.jpg/250px-Strider_2014_box_art.jpg
Fract OSC,Phosfiend Systems,No data,04/22/14,Single player,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Fract_osc_logo.png/250px-Fract_osc_logo.png
Pac-Man and the Ghostly Adventures 2,"Monkey Bar Games,
Bandai Namco Studios",Bandai Namco Games,10/14/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/7/74/PACMANAGA2Update.png/220px-PACMANAGA2Update.png
Age of Wonders III,Triumph Studios,Triumph Studios,03/31/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/b/bd/Age_of_Wonders_III_Cover_Art.jpg/220px-Age_of_Wonders_III_Cover_Art.jpg
Tenkai Knights: Brave Battle,Bandai Namco Games,Bandai Namco Games,10/07/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/d/dc/TKBB3D_Boxart.png/250px-TKBB3D_Boxart.png
Among the Sleep,Krillbite Studios,No data,05/29/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Among_the_Sleep_cover_artwork.jpg/250px-Among_the_Sleep_cover_artwork.jpg
Rabbids Invasion: The Interactive TV Show,"Ubisoft Barcelona

Additional work by:

Ubisoft Paris
Ubisoft Casablanca",Ubisoft,11/01/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Rabbids_Invasion_The_Interactive_TV_Show_artwork.jpg/220px-Rabbids_Invasion_The_Interactive_TV_Show_artwork.jpg
Kung Fu Rabbit,cTools Studio,Bulkypix,03/15/12,No data,No URL Found
The Evil Within,Tango Gameworks,Bethesda Softworks,10/14/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/The_Evil_Within_boxart.jpg/250px-The_Evil_Within_boxart.jpg
Gone Home,The Fullbright Company,Midnight City ,08/15/13,Single-player,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Gone_Home.png/250px-Gone_Home.png
Sacred 3,Keen Games,Deep Silver,08/05/14,"Single-player, Multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Sacred_3_box_art.jpg/220px-Sacred_3_box_art.jpg
Guilty Gear Xrd,Arc System Works Team Red,"Arcade
Sega
PlayStation 3, PlayStation 4

JP Arc System Works
NA Aksys Games",02/20/14,"Single-player
Multiplayer",https://upload.wikimedia.org/wikipedia/en/d/d8/Guilty_Gear_Xrd_-SIGN-_Cover.png
Planetary Annihilation,Uber Entertainment,Uber Entertainment,09/05/14,No data,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Planetary_Annihilation_cover.jpg/250px-Planetary_Annihilation_cover.jpg
JoJo's Bizarre Adventure: All Star Battle,CyberConnect2,Namco Bandai Games,08/29/13,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/5/5a/JJBAASB.jpg/250px-JJBAASB.jpg
1001 Spikes,Nicalis,Nicalis,06/03/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/2/28/1001_Spikes_Videogame_Cover.jpg/250px-1001_Spikes_Videogame_Cover.jpg
NBA Live 15,EA Tiburon,Electronic Arts,10/28/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/8/83/NBA_Live_15_cover_art.jpg/200px-NBA_Live_15_cover_art.jpg
Super Time Force,Capybara Games,No data,05/14/14,Single-player,https://upload.wikimedia.org/wikipedia/en/7/7a/Super_Time_Force_logo.jpg
Castle of Illusion Starring Mickey Mouse,"Sega Studios Australia
Feral Interactive ","Sega
Disney Interactive Studios
Feral Interactive ",09/03/13,Single player,https://upload.wikimedia.org/wikipedia/en/thumb/e/e1/Castleofillusionremake.jpg/250px-Castleofillusionremake.jpg
Deception IV: Blood Ties,Tecmo Koei,Tecmo Koei,02/27/14,Single-player,https://upload.wikimedia.org/wikipedia/en/7/72/Deception_IV_Japanese_cover.jpg
Lego Batman 3: Beyond Gotham,Traveller's Tales,Warner Bros. Interactive Entertainment,11/11/14,No data,https://upload.wikimedia.org/wikipedia/en/thumb/2/2d/Lego_Batman_3_-_Beyond_Gotham_cover.jpg/250px-Lego_Batman_3_-_Beyond_Gotham_cover.jpg
Don't Starve (video game),Klei Entertainment,No data,04/23/13,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/d/d2/Don%27t_Starve_cover.jpg/256px-Don%27t_Starve_cover.jpg
Pac-Man Museum,Bandai Namco Games,Bandai Namco Games,02/25/14,No data,https://upload.wikimedia.org/wikipedia/en/9/97/Pac-Man_Museum_XBLA_boxart.jpg
Geometry Wars,Bizarre Creations,Microsoft Game Studios,11/17/03,Single player,https://upload.wikimedia.org/wikipedia/en/e/ef/Geometrywarscover.jpg
Quadrilateral Cowboy,Blendo Games,No data,No data,Single-player,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Quadrilateral_Cowboy_cover.png/220px-Quadrilateral_Cowboy_cover.png
The Golf Club,HB Studios,HB Studios,08/19/14,"Single-player, Multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/f/f5/The_Golf_Club_video_game_logo.png/256px-The_Golf_Club_video_game_logo.png
H1Z1,Sony Online Entertainment,Sony Online Entertainment,No data,No data,No URL Found
Dragon Ball Z: Battle of Z,Artdink,Bandai Namco Games,No data,"Single player
Multiplayer
Online multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/e/ed/DBZ-Battle-of-Z.png/256px-DBZ-Battle-of-Z.png
Happy Wars,Toylogic,Microsoft Studios,10/12/12,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/a/a0/Happy_Wars.jpg/200px-Happy_Wars.jpg
Peggle 2,PopCap Games,Electronic Arts,12/09/13,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/6/61/Peggle_2_for_Xbox_One.jpg
Castlevania: Lords of Shadow 2,MercurySteam,Konami,02/28/14,Single-player,https://upload.wikimedia.org/wikipedia/en/6/6c/Castlevania_Lords_of_Shadow_2_boxart.jpg
Hyper Light Drifter,Heart Machine,No data,No data,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Hyper_light_drifter_logo.png/250px-Hyper_light_drifter_logo.png
Unreal Tournament,Epic Games,No data,No data,No data,No URL Found
Arcana Heart 3,Examu,"Examu 
Arc System Works 

NA Aksys Games


EU Zen United, NIS America ",12/22/09,Up to 2 players simultaneously,https://upload.wikimedia.org/wikipedia/en/b/bf/ArcanaHeart3.jpg
2014 FIFA World Cup Brazil,EA Canada,EA Sports,04/24/14,"Single-player, Multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/2014_FIFA_World_Cup_Brazil_game.jpg/200px-2014_FIFA_World_Cup_Brazil_game.jpg
Killer Instinct,"Double Helix Games
Iron Galaxy Studios
Rare Ltd.
Microsoft Studios",Microsoft Studios,11/22/13,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/9/92/Killer_Instinct_retail_cover_art.jpg/256px-Killer_Instinct_retail_cover_art.jpg
Conception II: Children of the Seven Stars,Spike Chunsoft,"JP Spike Chunsoft
NA Atlus
EU Atlus",08/22/13,Single-player,https://upload.wikimedia.org/wikipedia/en/1/1a/Conception_II_Japanese_cover.png
Colin McRae Rally series,"Codemasters, Ideaworks Game Studio 
Feral Interactive ","Codemasters
Feral Interactive ",No data,No data,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Colin_McRae_Rally_logo.png/220px-Colin_McRae_Rally_logo.png
Tales of Xillia 2,Bandai Namco Games,Bandai Namco Games,11/01/12,"Single player, co-op multiplayer",https://upload.wikimedia.org/wikipedia/en/6/66/Tales_of_Xillia_2.png
Final Fantasy XIII,Square Enix,Square Enix,12/17/09,Single-player,https://upload.wikimedia.org/wikipedia/en/4/47/Final_Fantasy_XIII_EU_box_art.jpg
Ryse: Son of Rome,Crytek Frankfurt,"Microsoft Studios 
Crytek 
Deep Silver ",11/22/13,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/c/c5/Ryse_box_art.jpg/250px-Ryse_box_art.jpg
Ace Combat Infinity,Namco,Bandai Namco Games,05/20/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/f/f3/Ace_Combat_Infinity_Cover_Art.png
Story of Seasons,Marvelous AQL,"JP Marvelous AQL
NA Xseed Games",02/27/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/0/06/StoryofSeasonboxartusa.jpg/250px-StoryofSeasonboxartusa.jpg
Shadows: Heretic Kingdoms,Games Farm,bitComposer Games,11/13/14,No data,No URL Found
"Sir, You Are Being Hunted",Big Robot,No data,08/19/13,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/1/1d/Sir%2C_You_Are_Being_Hunted_logo.png/250px-Sir%2C_You_Are_Being_Hunted_logo.png
NBA 2K15,Visual Concepts,2K Sports,10/07/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/6/68/NBA_2K15_Xbox_One_Cover.png/200px-NBA_2K15_Xbox_One_Cover.png
"Sonic Boom: Rise of Lyric
Sonic Boom: Shattered Crystal","Big Red Button Entertainment 
Sanzaru Games ",Sega,11/11/14,No data,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/Sonicboomwiiu.jpg/250px-Sonicboomwiiu.jpg
Starbound,Chucklefish Games,Chucklefish Games,12/04/13,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/0/06/Starbound_Logo.png/220px-Starbound_Logo.png
Sherlock Holmes: Crimes and Punishments,Frogwares,Focus Home Interactive,09/30/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Sherlock_Holmes_Crimes_and_Punishments.jpg/256px-Sherlock_Holmes_Crimes_and_Punishments.jpg
Entwined,Pixelopus,Sony Computer Entertainment,06/09/14,Single-player,https://upload.wikimedia.org/wikipedia/en/7/77/Entwined_Cover_Art.png
Minecraft,"Mojang
4J Studios ","Mojang 
Microsoft Studios 
Sony Computer Entertainment ",11/18/11,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Minecraft_logo.svg/270px-Minecraft_logo.svg.png
Minecraft,"Mojang
4J Studios ","Mojang 
Microsoft Studios 
Sony Computer Entertainment ",11/18/11,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Minecraft_logo.svg/270px-Minecraft_logo.svg.png
The Unfinished Swan,"Giant Sparrow
SCE Santa Monica Studio",Sony Computer Entertainment,10/03/16,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/2/2c/The_Unfinished_Swan_logo.png/200px-The_Unfinished_Swan_logo.png
One Piece: Romance Dawn,Three Rings,Namco Bandai Games,12/20/12,Single Player,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/One_Piece%2C_Romance_Dawn_-_The_Dawn_of_the_Adventure.jpeg/250px-One_Piece%2C_Romance_Dawn_-_The_Dawn_of_the_Adventure.jpeg
KickBeat,Zen Studios,"Zen Studios
SCEA",09/03/13,"Single-player, multiplayer",No URL Found
Transistor,Supergiant Games,Supergiant Games,05/20/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/4/41/Transistor_art.jpg/250px-Transistor_art.jpg
Yaiba: Ninja Gaiden Z,"Team Ninja
Spark Unlimited
Comcept",Tecmo Koei,03/27/14,Single-player,https://upload.wikimedia.org/wikipedia/en/f/f9/Yaiba_Ninja_Gaiden_Z.jpg
Secrets of Rætikon,Broken Rules,Broken Rules,04/17/14,Single-player,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Secrets_of_Raetikon_title_treatment.png/220px-Secrets_of_Raetikon_title_treatment.png
Futuridium EP Deluxe,MixedBag,MixedBag,09/30/14,Single-player,No URL Found
Earth Defense Force 2025,Sandlot,D3 Publisher,07/04/13,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/1/11/Earth_Defense_Forces_4_japanese_PS3_cover.jpg/220px-Earth_Defense_Forces_4_japanese_PS3_cover.jpg
The Legend of Korra,Platinum Games,Activision,10/21/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/3/3c/The_Legend_of_Korra_%28Platinum_Games%29_video_game_cover.jpg/200px-The_Legend_of_Korra_%28Platinum_Games%29_video_game_cover.jpg
Mario Golf: World Tour,Camelot Software Planning,Nintendo,05/01/14,"Single-player
Multiplayer",https://upload.wikimedia.org/wikipedia/en/2/26/Mario_Golf_World_Tour_boxart.png
World of Tanks: Xbox 360 Edition,Wargaming West,No data,02/12/14,Multiplayer,https://upload.wikimedia.org/wikipedia/en/c/c6/World_of_Tanks_Xbox_360_Edition_preliminary_cover_art.jpg
Godus,22Cans,22Cans,No data,No data,https://upload.wikimedia.org/wikipedia/en/8/86/Godus_game_logo.png
Gravity Crash,Just Add Water Ltd.,Sony Computer Entertainment,11/24/09,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/a/a2/GravityCrash.png
Fez,Polytron Corporation,"Microsoft Studios
Polytron Corporation
Trapdoor",04/13/12,Single-player,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Fez_%28video_game%29_cover_art.png/220px-Fez_%28video_game%29_cover_art.png
Toxikk,Reakktor,No data,No data,No data,No URL Found
"Hatsune Miku: Project DIVA ƒ
Hatsune Miku: Project DIVA F","Sega
Crypton Future Media",Sega,08/30/12,Single-player,https://upload.wikimedia.org/wikipedia/en/b/b8/Next_Hatsune_Miku_Project_DIVA.png
Nihilumbra,BeautiFun Games,No data,06/27/12,Single-player,https://upload.wikimedia.org/wikipedia/en/4/43/Nihilumbra_logo.png
Infamous Second Son,Sucker Punch Productions,Sony Computer Entertainment,03/21/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/3/34/Infamous_second_son_boxart.jpg/256px-Infamous_second_son_boxart.jpg
Sniper Elite III,Rebellion Oxford,"505 Games
Rebellion Developments ",No data,"Single-player, multiplayer, co-op",https://upload.wikimedia.org/wikipedia/en/thumb/d/d1/Sniper-elite-3.jpeg/250px-Sniper-elite-3.jpeg
The Walking Dead: Season Two,Telltale Games,Telltale Games,12/17/13,Single-player,https://upload.wikimedia.org/wikipedia/en/0/09/The_walking_dead_video_game_season_two_promo.jpg
Sunset Overdrive,Insomniac Games,Microsoft Studios,10/28/14,"Single-player, co-operative",https://upload.wikimedia.org/wikipedia/en/thumb/4/46/Sunset_Overdrive_cover.jpg/256px-Sunset_Overdrive_cover.jpg
The Witch and the Hundred Knight,Nippon Ichi Software,NIS America,07/25/13,Single-player,https://upload.wikimedia.org/wikipedia/en/7/79/TheWitchAndTheHundredKnight.jpg
Assassin's Creed IV: Black Flag,"Ubisoft Montreal

Additional work by:

Ubisoft Annecy
Ubisoft Bucharest
Ubisoft Kiev
Ubisoft Milan
Ubisoft Montpellier
Ubisoft Quebec
Ubisoft Singapore
Ubisoft Sofia",Ubisoft,10/29/13,"Single-player, multiplayer[13]",https://upload.wikimedia.org/wikipedia/en/2/28/Assassin%27s_Creed_IV_-_Black_Flag_cover.jpg
Elite: Dangerous,Frontier Developments,No data,No data,"Single-player,[10] Multiplayer",https://upload.wikimedia.org/wikipedia/en/f/fd/EliteDangerous_Logo2.png
PixelJunk Shooter 2,"Q-Games
Double Eleven","JP Q-Games
NA SCEA
PAL SCEE",03/02/11,"Single-player, Cooperative Multiplayer, Competitive Multiplayer",https://upload.wikimedia.org/wikipedia/en/3/3a/PixelJunk_Shooter_2.png
Hyperdimension Neptunia,"Idea Factory
Compile Heart
Felistella ","JP Compile Heart
NA NIS America
EU Tecmo Koei


NA Idea Factory International ",08/19/10,Single-player,https://upload.wikimedia.org/wikipedia/en/0/02/Neptunia.jpg
Hitman: Absolution,IO Interactive,Square Enix,11/20/12,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/b/bc/HitmanAbsolutionPackArt.jpg
Castlevania: Lords of Shadow – Mirror of Fate,MercurySteam,Konami,03/20/13,Single-player,https://upload.wikimedia.org/wikipedia/en/8/8d/Castlevania_Lords_of_Shadow_Mirror_of_Fate.jpg
Tomodachi Life,Nintendo SPD,Nintendo,04/18/13,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/b/b4/TomodachiLifeBoxartNA.jpg/220px-TomodachiLifeBoxartNA.jpg
Tales from the Borderlands,"Telltale Games

Additional work by:

Gearbox Software",Telltale Games,No data,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/Tales_from_the_borderlands_logo.png/256px-Tales_from_the_borderlands_logo.png
Legend of Grimrock,Almost Human Ltd.,Almost Human Ltd.,04/11/12,Single-player,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Legend_of_Grimrock_DVD_cover.jpg/250px-Legend_of_Grimrock_DVD_cover.jpg
Loadout,Edge of Reality,Edge of Reality,01/31/14,Multi-player,https://upload.wikimedia.org/wikipedia/en/thumb/c/cf/Loadout%27s_logo.jpg/220px-Loadout%27s_logo.jpg
RollerCoaster Tycoon 4 Mobile,On5 Games,"Atari, Inc.",04/10/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/RollerCoaster_Tycoon_4_Mobile_cover_art.png/220px-RollerCoaster_Tycoon_4_Mobile_cover_art.png
Deus Ex: Human Revolution,Eidos Montreal,Square Enix,08/23/11,Single-player,https://upload.wikimedia.org/wikipedia/en/0/06/Deus_Ex_Human_Revolution_cover.jpg
Shovel Knight,Yacht Club Games,Yacht Club Games,06/26/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/Shovel_knight_cover.jpg/250px-Shovel_knight_cover.jpg
The Sims 4,"EA Maxis
The Sims Studio",Electronic Arts,09/02/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/The_Sims_4_Box_Art.png/256px-The_Sims_4_Box_Art.png
D4: Dark Dreams Don't Die,Access Games,Microsoft Studios,09/19/14,Single-player[2],https://upload.wikimedia.org/wikipedia/en/thumb/f/f3/D4_Dark_Dreams_Don%27t_Die_cover_art.jpg/256px-D4_Dark_Dreams_Don%27t_Die_cover_art.jpg
"Super Smash Bros. for Nintendo 3DS
Super Smash Bros. for Wii U","Sora Ltd.
Bandai Namco Games",Nintendo,09/13/14,"Single-player
Multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/SmashNintendo3DSBoxart.png/250px-SmashNintendo3DSBoxart.png
Persona 4 Arena Ultimax,"Arc System Works,
Atlus","Atlus

EU Sega",11/28/13,No data,https://upload.wikimedia.org/wikipedia/en/8/84/Persona_4_Arena_Ultimax.png
Monster Hunter Freedom Unite,Capcom,Capcom,03/27/08,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/a/a0/Monster_Hunter_Freedom_Unite.jpg
"Super Smash Bros. for Nintendo 3DS
Super Smash Bros. for Wii U","Sora Ltd.
Bandai Namco Games",Nintendo,09/13/14,"Single-player
Multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/f/f4/SmashNintendo3DSBoxart.png/250px-SmashNintendo3DSBoxart.png
Hearthstone: Heroes of Warcraft,Blizzard Entertainment,Blizzard Entertainment,03/11/14,No data,https://upload.wikimedia.org/wikipedia/en/thumb/1/1c/Hearthstone_Logo.png/220px-Hearthstone_Logo.png
Fable,"Big Blue Box 
Lionhead Studios 
Robosoft Technologies ","Microsoft Game Studios
Feral Interactive ",09/14/04,Single player,https://upload.wikimedia.org/wikipedia/en/5/5b/Fablebox.jpg
Just Dance Now,"Ubisoft Massive
Ubisoft Milan",Ubisoft,09/25/14,"Single-player, Multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/5/57/Just_Dance_Now_logo.jpg/180px-Just_Dance_Now_logo.jpg
BioShock Infinite: Burial at Sea,Irrational Games,2K Games,11/12/13,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/5/50/BioShock_Burial_at_Sea.jpg/250px-BioShock_Burial_at_Sea.jpg
Assassin's Creed Rogue,Ubisoft Sofia,Ubisoft,11/11/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/a/ae/Assassin%27s_Creed_Rogue.jpg/256px-Assassin%27s_Creed_Rogue.jpg
Call of Duty: Advanced Warfare,"Sledgehammer Games 
High Moon Studios 
Raven Software ","Activision
Square Enix ",11/03/14,"Single-player
Multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/3/3b/Advanced_Warfare.jpg/256px-Advanced_Warfare.jpg
Double Dragon Neon,"WayForward Technologies
Abstraction Games ","Majesco Entertainment
Midnight City 

JP Arc System Works",09/11/12,"Single-player, co-op",https://upload.wikimedia.org/wikipedia/en/thumb/3/35/Double_Dragon_Neon_promotional_poster.jpg/255px-Double_Dragon_Neon_promotional_poster.jpg
Drawn to Life,"5th Cell
WayForward Technologies ","NA/AUS/EU THQ


JP Agatsuma

505 Games ",09/10/07,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Drawn_to_Life_coverart.jpg/250px-Drawn_to_Life_coverart.jpg
Nidhogg,Messhof,Messhof,01/13/14,"Single-player, local multiplayer, online multiplayer",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Nidhogg_video_game_logo.png/220px-Nidhogg_video_game_logo.png
"Pokémon Omega Ruby
Pokémon Alpha Sapphire",Game Freak,"Nintendo,
The Pokémon Company",11/21/14,No data,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/AlphaSapphire.jpg/220px-AlphaSapphire.jpg
Far Cry,Crytek,Ubisoft,03/23/04,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/3/3d/Far_Cry_Coverart.png/250px-Far_Cry_Coverart.png
BloodRayne: Betrayal,"WayForward Technologies 
Abstraction Games ","Majesco 
Arc System Works ",05/01/14,Single-player,https://upload.wikimedia.org/wikipedia/en/5/57/BloodRayne_-_Betrayal_Coverart.png
Raven's Cry,Reality Pump Studios,TopWare Interactive,11/27/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/c/c6/Raven%27s_Cry_Coverart.png/250px-Raven%27s_Cry_Coverart.png
Lightning Returns: Final Fantasy XIII,"Square Enix 1st Production Department
tri-Ace",Square Enix,11/21/13,Single-player,https://upload.wikimedia.org/wikipedia/en/1/1d/Lightning_Returns_Final_Fantasy_XIII_Cover_Art.png
Eternal Darkness: Sanity's Requiem,Silicon Knights,Nintendo,No data,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Eternal_Darkness_box.jpg/256px-Eternal_Darkness_box.jpg
Shadow of the Eternals,Silicon Knights,Nintendo,No data,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/8/8d/Eternal_Darkness_box.jpg/256px-Eternal_Darkness_box.jpg
Journey,Thatgamecompany,Sony Computer Entertainment,No data,"Single-player, co-op",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Journey-logo.png/256px-Journey-logo.png
Fantasy Life,"Level-5
1-UP Studio","JP Level-5
NA Nintendo
PAL Nintendo",09/27/14,No data,https://upload.wikimedia.org/wikipedia/en/thumb/3/3a/Fantasy_LifeUSABoxar2t.png/250px-Fantasy_LifeUSABoxar2t.png
"Dreamfall Chapters:
The Longest Journey","Red Thread Games
Blink Studios",Red Thread Games,10/21/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Dreamfall_Chapters_cover.jpg/250px-Dreamfall_Chapters_cover.jpg
Lords of the Fallen,"Deck13 Interactive
CI Games","NA Bandai Namco Games
EU Square Enix",No data,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/6/64/Lords_of_The_Fallen.png/250px-Lords_of_The_Fallen.png
Adventure Time: The Secret of the Nameless Kingdom,WayForward Technologies,Little Orbit,11/18/14,No data,https://upload.wikimedia.org/wikipedia/en/thumb/4/4e/AdventureTimeSOTNKPAL3DS.png/250px-AdventureTimeSOTNKPAL3DS.png
OlliOlli,Roll7,Roll7,01/21/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/2/2b/OlliOlli_logo_255x255.png/220px-OlliOlli_logo_255x255.png
The Crew,"Ivory Tower
Ubisoft Reflections

Additional work by:

Asobo Studio ",Ubisoft,12/02/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/f/ff/The_Crew_box_art.jpg
Dust: An Elysian Tail,Humble Hearts,Microsoft Studios,08/15/12,Single-player,https://upload.wikimedia.org/wikipedia/en/7/78/DustAETbox.jpg
Toukiden: The Age of Demons,Omega Force,Tecmo Koei,06/27/13,"Single-player, Multi-player",https://upload.wikimedia.org/wikipedia/en/d/d6/Toukiden_cover.jpg
Homefront: The Revolution,Deep Silver Dambuster,Deep Silver,No data,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/4/4f/Homefront%2C_The_Revolution_logo.jpeg/256px-Homefront%2C_The_Revolution_logo.jpeg
Professor Layton and the Azran Legacy,Level-5,"JP Level-5


NA / PAL Nintendo",02/28/13,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/7/7f/Professor_Layton_6.jpg/250px-Professor_Layton_6.jpg
Xenonauts,Goldhawk Interactive,No data,06/17/14,Single-player,https://upload.wikimedia.org/wikipedia/en/c/c6/Xenonauts_logo.jpg
Pokémon Art Academy,Headstrong Games,Nintendo,06/19/14,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Pokemon_Art_Academyna.png/250px-Pokemon_Art_Academyna.png
Bayonetta 2,Platinum Games,Nintendo,09/20/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Bayonetta2boxart.png/256px-Bayonetta2boxart.png
NES Remix,"Nintendo EAD Tokyo
indieszero",Nintendo,12/18/13,One- and two-player,https://upload.wikimedia.org/wikipedia/en/3/36/NESRemixLogoIntro2.jpg
Moon,Renegade Kid,"NA Mastiff
EU Gamebridge",01/13/09,Single-player,https://upload.wikimedia.org/wikipedia/en/thumb/9/96/Moon_Cover_Art.PNG/250px-Moon_Cover_Art.PNG
Magus,"Black Tower, Aksys Games",Aksys Games,02/25/14,Single-player,https://upload.wikimedia.org/wikipedia/en/3/31/MagusPS3.jpg
Assassin's Creed Unity,Ubisoft Montreal,Ubisoft,12/04/14,"Single-player, multiplayer",https://upload.wikimedia.org/wikipedia/en/a/ac/Acunity.jpg
Final Fantasy III,"Original version
Square
3D remake
Square Enix
Matrix Software","Original version
Square
3D remake
Square Enix",04/27/90,"Single-player
Multiplayer (remake only)",https://upload.wikimedia.org/wikipedia/en/8/86/Ff3cover.jpg
